"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra030805","Bra030805*","PF02176","PTHR16295","","","","AT1G09920.1","","TRAF-type zinc finger-related",24
"Bra030806","Bra030806*","PF00300","PTHR23029","KOG4754","","","AT1G09932.1","","Phosphoglycerate mutase family protein",24
"Bra027527","Bra027527*","","PTHR14095","KOG2562","","K11583","AT5G44090.1","","Calcium-binding EF-hand family protein",24
"Bra027528","Bra027528*","PF00069,PF07714","PTHR11909","KOG1163","","","AT1G03930.1","ADK1,CKL9ALPHA,CKL9BETA","dual specificity kinase 1",24
"Bra016809","Bra016809*","PF00364,PF00198","PTHR23151","KOG0559","","","AT4G26910.1","","Dihydrolipoamide succinyltransferase",24
"Bra016810","Bra016810*","PF01571,PF08669","PTHR13847","KOG2770","2.1.2.10","K00605","AT1G11860.1","","Glycine cleavage T-protein family",24
"Bra027032","Bra027032*","PF00743,PF03486,PF07992,PF00890,PF01593","PTHR23023","KOG1399","","","AT1G62600.1","","Flavin-binding monooxygenase family protein",24
"Bra027033","Bra027033*","PF00743","PTHR23023","KOG1399","","","AT1G62600.1","","Flavin-binding monooxygenase family protein",24
"Bra034736","Bra034736*","PF03381","PTHR10926","KOG2952","","","AT3G12740.1","ALIS1","ALA-interacting subunit 1",24
"Bra034737","Bra034737*","PF00249","","","","","AT3G12730.1","","Homeodomain-like superfamily protein",24
"Bra029292","Bra029292*","PF00447","PTHR10015","","","","AT5G62020.1","AT-HSFB2A,HSFB2A","heat shock transcription factor  B2A",24
"Bra029293","Bra029293*","PF02362,PF06507","","","","","AT5G62000.1","ARF1-BP,ARF2,HSS,ORE14","auxin response factor 2",24
"Bra029325","Bra029325*","PF05347","PTHR13166","KOG3801","","","AT5G61220.1","","LYR family of Fe/S cluster biogenesis protein",24
"Bra029326","Bra029326*","PF01490","PTHR22950","KOG1304","","","AT5G65990.1","","Transmembrane amino acid transporter family protein",24
"Bra032622","Bra032622*","PF00069,PF07714,PF03822","PTHR22982","KOG0583","","","AT1G01140.1","CIPK9,PKS6,SnRK3.12","CBL-interacting protein kinase 9",24
"Bra032623","Bra032623*","PF05030","PTHR23107","KOG3227","","","AT1G01160.1","GIF2","GRF1-interacting factor 2",24
"Bra013102","Bra013102*","","","","","","AT2G15580.2","","RING/U-box superfamily protein",24
"Bra013103","Bra013103*","","","","","","AT2G15580.2","","RING/U-box superfamily protein",24
"Bra018759","Bra018759","","","","","","AT3G26850.1","","histone-lysine N-methyltransferases",25
"Bra016402","Bra016402","PF01476","","","","","AT1G21880.2","LYM1","lysm domain GPI-anchored protein 1 precursor",25
"Bra038899","Bra038899","PF08450,PF03088","PTHR10426","KOG1520","","","AT3G51430.1","SSL5,YLS2","Calcium-dependent phosphotriesterase superfamily protein",25
"Bra013805","Bra013805","PF06200,PF06203,PF00320","PTHR22949:SF3","","","","AT4G24470.1","GATA25,TIFY1,ZIM","GATA-type zinc finger protein with TIFY domain",25
"Bra039661","Bra039661","PF01699","PTHR10891","","","","AT1G53210.1","","sodium/calcium exchanger family protein / calcium-binding EF hand family protein",25
"Bra025262","Bra025262","PF00439","PTHR22880","","","","AT3G27260.1","GTE8","global transcription factor group E8",25
"Bra017081","Bra017081","PF03399,PF10075","PTHR12436","KOG1861","","","AT2G39340.1","","SAC3/GANP/Nin1/mts3/eIF-3 p25 family",25
"Bra019154","Bra019154","PF00249","PTHR10641","KOG0048","","K09422","AT4G25560.1","AtMYB18,MYB18","myb domain protein 18",25
"Bra017436","Bra017436","PF02985,PF11916","PTHR16023","KOG0212","","","AT2G01690.1","","ARM repeat superfamily protein",25
"Bra031413","Bra031413","PF00010","","","","","AT1G61660.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",25
"Bra025865","Bra025865","PF04640","","","","","AT1G21000.1","","PLATZ transcription factor family protein",25
"Bra011250","Bra011250","PF07714,PF00069","PTHR23257","KOG0192","","","AT4G31170.1","","Protein kinase superfamily protein",25
"Bra000394","Bra000394","PF01553","PTHR23063","KOG4666","2.3.1.23,2.3.1.67","K13510","AT2G45670.1","","calcineurin B subunit-related",25
"Bra000955","Bra000955","PF00069,PF07714","PTHR11295","KOG0660","2.7.11.24","K04371","AT4G01370.1","ATMPK4,MPK4","MAP kinase 4",25
"Bra009771","Bra009771","PF03171","PTHR10209","KOG0143","","","AT5G24530.1","DMR6","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",25
"Bra034917","Bra034917","PF00282","PTHR11999","KOG0629","4.1.1.22","K01590","AT1G43710.1","emb1075","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein",25
"Bra012008","Bra012008","","","","","","AT2G27660.1","","Cysteine/Histidine-rich C1 domain family protein",25
"Bra011590","Bra011590","PF01490","PTHR22950","KOG1303","","","AT4G35180.1","LHT7","LYS/HIS transporter 7",25
"Bra040958","Bra040958","PF00717","PTHR10806","KOG3342","","","AT1G52600.1","","Peptidase S24/S26A/S26B/S26C family protein",25
"Bra012676","Bra012676","PF01373","","","3.2.1.2","K01177","AT4G17090.1","BAM3,BMY8,CT-BMY","chloroplast beta-amylase",25
"Bra024117","Bra024117","PF12515,PF00690,PF00122,PF00702,PF00689","PTHR11939","KOG0204","3.6.3.8","K01537","AT4G29900.1","ACA10,ATACA10,CIF1","autoinhibited Ca(2+)-ATPase 10",25
"Bra022697","Bra022697","PF00635","PTHR10809","KOG0439","","","AT5G54110.1","ATMAMI,MAMI","membrane-associated mannitol-induced",25
"Bra000412","Bra000412","PF04564","PTHR22849","","","","AT1G01680.1","ATPUB54,PUB54","plant U-box 54",25
"Bra004997","Bra004997","PF00153","PTHR11896","KOG0769","","K13354","AT2G39970.1","","Mitochondrial substrate carrier family protein",25
"Bra004960","Bra004960","PF05633","","","","","AT2G46080.1","","",25
"Bra020750","Bra020750","PF00642","PTHR12620","KOG1677","","","AT3G06410.1","","Zinc finger C-x8-C-x5-C-x3-H type family protein",25
"Bra033597","Bra033597","PF00225","PTHR16012","KOG0242","","","AT4G39050.1","","Kinesin motor family protein",25
"Bra028537","Bra028537","","","","","","AT3G52870.1","","IQ calmodulin-binding motif family protein",25
"Bra033746","Bra033746","PF04321,PF00106,PF01370,PF02719,PF01073,PF07993","PTHR10366","KOG1371","5.1.3.5","K12448","AT5G44480.1","DUR","NAD(P)-binding Rossmann-fold superfamily protein",25
"Bra037386","Bra037386","PF00201","PTHR11926","KOG1192","","","AT4G01070.1","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein",25
"Bra024095","Bra024095","PF00258,PF00667,PF00175","PTHR19384","KOG1158","","","AT4G30210.2","AR2,ATR2","P450 reductase 2",25
"Bra039557","Bra039557","PF00201","PTHR11926","KOG1192","","","AT4G15280.1","UGT71B5","UDP-glucosyl transferase 71B5",25
"Bra005216","Bra005216","PF00230","PTHR19139","KOG0223","","","AT2G37170.1","PIP2;2,PIP2B","plasma membrane intrinsic protein 2",25
"Bra021874","Bra021874","PF00179","PTHR11621","KOG0417","","","AT2G33770.1","ATUBC24,PHO2,UBC24","phosphate 2",25
"Bra033254","Bra033254","PF05633","","","","","AT1G01550.1","BPS1","Protein of unknown function (DUF793)",25
"Bra005310","Bra005310","PF07526,PF05920,PF00046","PTHR11850","KOG0773","","","AT2G35940.1","BLH1,EDA29","BEL1-like homeodomain 1",25
"Bra002382","Bra002382","PF00515,PF00097","PTHR22764","KOG1493","","","AT5G21990.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",25
"Bra015845","Bra015845","PF07526,PF05920,PF00046","PTHR11850","KOG0773","","","AT1G75410.1","BLH3","BEL1-like homeodomain 3",25
"Bra023129","Bra023129*","","","","","","AT1G30750.1","","",25
"Bra023130","Bra023130*","PF11961,PF05003","","","","","AT1G30755.1","","Protein of unknown function (DUF668)",25
"Bra013657","Bra013657*","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G23190.1","AT-RLK3,CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11",25
"Bra013658","Bra013658*","PF01657,PF07714,PF00069","PTHR23258","","","","AT4G23190.1","AT-RLK3,CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11",25
"Bra013659","Bra013659*","PF01657,PF07714,PF00069","PTHR23258","KOG1187","","","AT4G23190.1","AT-RLK3,CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11",25
"Bra013660","Bra013660*","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G23190.1","AT-RLK3,CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11",25
"Bra013664","Bra013664*","PF04424","PTHR18063","KOG2427","","","AT4G11860.1","","Protein of unknown function (DUF544)",25
"Bra013678","Bra013678*","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G23180.1","CRK10,RLK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 10",25
"Bra013681","Bra013681*","PF01657,PF00069,PF07714","PTHR23258","KOG1187","","","AT4G23310.1","CRK23","cysteine-rich RLK (RECEPTOR-like protein kinase) 23",25
"Bra032315","Bra032315*","PF05562","","","","","AT1G29390.1","COR314-TM2,COR413IM2","cold regulated 314 thylakoid membrane 2",25
"Bra032316","Bra032316*","PF00076,PF04059","PTHR10432","KOG4660","","","AT1G29400.1","AML5,ML5","MEI2-like protein 5",25
"Bra037273","Bra037273*","PF07992,PF00070","PTHR22912","KOG0404","1.8.1.9","K00384","AT2G17420.1","ATNTRA,NTR2,NTRA","NADPH-dependent thioredoxin reductase A",25
"Bra037274","Bra037274*","PF07992","PTHR22912:SF20","KOG0404","","","AT2G17420.1","ATNTRA,NTR2,NTRA","NADPH-dependent thioredoxin reductase A",25
"Bra016034","Bra016034*","PF00481","PTHR13832","KOG0698","","","AT1G72770.1","HAB1","homology to ABI1",25
"Bra028568","Bra028568*","PF00026","PTHR13683","KOG1339","","","AT5G10770.1","","Eukaryotic aspartyl protease family protein",25
"Bra028569","Bra028569*","PF00026","PTHR13683","KOG1339","","","AT5G10770.1","","Eukaryotic aspartyl protease family protein",25
"Bra029228","Bra029228*","PF00447","PTHR10015","","","","AT4G18880.1","AT-HSFA4A,HSF A4A","heat shock transcription factor  A4A",25
"Bra029229","Bra029229*","PF00501","PTHR11968","KOG1176","","","AT5G63380.1","","AMP-dependent synthetase and ligase family protein",25
"Bra000483","Bra000483","PF00125,PF00808","PTHR23428","KOG1744","","K11252","AT2G28720.1","","Histone superfamily protein",26
"Bra002273","Bra002273","PF05669","PTHR13186","KOG4086","","","AT5G19910.1","MED31","SOH1 family protein",26
"Bra011536","Bra011536","PF00400","PTHR19850","KOG0286","","K04536","AT4G34460.1","AGB1,ATAGB1,ELK4","GTP binding protein beta 1",26
"Bra015237","Bra015237","PF00160,PF00515,PF07719","PTHR11071","KOG0546","5.2.1.8","K05864","AT2G15790.1","CYP40,SQN","peptidyl-prolyl cis-trans isomerase / cyclophilin-40 (CYP40) / rotamase",26
"Bra000240","Bra000240","PF03385","","","","","AT2G41770.1","","Protein of unknown function (DUF288)",26
"Bra030540","Bra030540","PF00106,PF08659","PTHR19410","KOG1208","1.3.1.33","K00218","AT1G03630.1","POR C,PORC","protochlorophyllide oxidoreductase C",26
"Bra010510","Bra010510","PF04997,PF00623,PF04983,PF05000,PF04998,PF04992,PF04990,PF05001","PTHR19376","KOG0260","2.7.7.6","K03006","AT4G35800.1","NRPB1,RNA_POL_II_LS,RNA_POL_II_LSRNA_POL_II_LS,RPB1","RNA polymerase II large subunit",26
"Bra021079","Bra021079","PF00378","PTHR11941","KOG1679","4.2.1.18","K05607","AT4G16800.1","","ATP-dependent caseinolytic (Clp) protease/crotonase family protein",26
"Bra007738","Bra007738","PF07714,PF00069","PTHR23257","KOG0192","","","AT3G63260.1","ATMRK1","Protein kinase superfamily protein",26
"Bra006413","Bra006413","PF01722","PTHR12735","KOG2313","","","AT5G17560.1","","BolA-like family protein",26
"Bra030316","Bra030316","PF00121","PTHR21139","KOG1643","5.3.1.1","K01803","AT2G21170.1","PDTPI,TIM","triosephosphate isomerase",26
"Bra037196","Bra037196","","","","","","AT2G10940.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",26
"Bra032617","Bra032617","PF00892","","","","","AT1G01070.1","","nodulin MtN21 /EamA-like transporter family protein",26
"Bra029427","Bra029427","PF06697","","","","","AT4G11950.1","","Protein of unknown function (DUF1191)",26
"Bra025223","Bra025223","PF00069,PF07714","PTHR23258","KOG1187","","","AT3G26700.1","","Protein kinase superfamily protein",26
"Bra006297","Bra006297","PF02298","","","","","AT5G15350.1","AtENODL17,ENODL17","early nodulin-like protein 17",26
"Bra015781","Bra015781","PF07732,PF00394,PF07731","PTHR11709","KOG1263","","","AT1G76160.1","sks5","SKU5 similar 5",26
"Bra002684","Bra002684","","PTHR12651","KOG3129","","K06693","AT5G57950.1","","26S proteasome regulatory subunit, putative",26
"Bra000942","Bra000942","PF00201","PTHR11926","","","","AT4G01070.1","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein",26
"Bra005505","Bra005505","PF01657","","","","","AT2G33330.1","PDLP3","plasmodesmata-located protein 3",26
"Bra040933","Bra040933","PF00224,PF02887","PTHR11817","KOG2323","2.7.1.40","K00873","AT5G52920.1","PKP-BETA1,PKP1,PKP2","plastidic pyruvate kinase beta subunit 1",26
"Bra036904","Bra036904","PF00227","PTHR11599","KOG0177","3.4.25.1","K02734","AT3G22630.1","PBD1,PRCGB","20S proteasome beta subunit D1",26
"Bra010977","Bra010977","PF01596","PTHR10509","KOG1663","2.1.1.104","K00588","AT1G24735.2","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",26
"Bra011190","Bra011190","","","","","","AT4G30410.1","","sequence-specific DNA binding transcription factors",26
"Bra012899","Bra012899","","PTHR10992","KOG1454","","","AT3G50440.1","ATMES10,MES10","methyl esterase 10",26
"Bra017162","Bra017162","PF09783","","","","","AT2G37680.1","","",26
"Bra003486","Bra003486*","PF00587,PF03129,PF09180","PTHR11451","KOG4163","","","AT3G62120.1","","Class II aaRS and biotin synthetases superfamily protein",26
"Bra003487","Bra003487*","PF00587,PF03129,PF09180","PTHR11451","KOG4163","","","AT3G62120.1","","Class II aaRS and biotin synthetases superfamily protein",26
"Bra031084","Bra031084*","PF00154,PF08423,PF06745","PTHR22942","KOG1433","","","AT2G19490.1","","recA DNA recombination family protein",26
"Bra031085","Bra031085*","PF12265,PF00400","PTHR22850","KOG0264","","K10752","AT2G19520.1","ACG1,ATMSI4,FVE,MSI4,NFC04,NFC4","Transducin family protein / WD-40 repeat family protein",26
"Bra016016","Bra016016*","","","","","","AT1G73120.1","","",26
"Bra016017","Bra016017*","PF00004","PTHR23077","KOG0651","","","AT1G73110.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",26
"Bra024819","Bra024819*","PF05991","","","","K06962","AT2G02410.1","","",26
"Bra024820","Bra024820*","PF02798","PTHR11260","KOG0868","","","AT2G02390.1","ATGSTZ1,GST18,GSTZ1","glutathione S-transferase zeta 1",26
"Bra024821","Bra024821*","PF09335","PTHR12677","","","","AT2G02370.1","","SNARE associated Golgi protein family",26
"Bra024230","Bra024230*","","PTHR12601","","","","AT4G28080.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",26
"Bra024231","Bra024231*","PF02297","PTHR11387","","1.9.3.1","K02267","AT5G57815.1","","Cytochrome c oxidase, subunit Vib family protein",26
"Bra005718","Bra005718*","PF00071","PTHR11708","","","","AT5G59840.1","","Ras-related small GTP-binding family protein",26
"Bra005767","Bra005767*","PF00025,PF00071,PF08477,PF04670,PF00009","PTHR11708","KOG0078","","K07976","AT5G03520.1","ATRAB-E1D,ATRAB8C,ATRABE1D,RAB-E1D,RAB8C","RAB GTPase homolog 8C",26
"Bra006795","Bra006795*","PF01063","PTHR11825","KOG0975","2.6.1.42","K00826","AT5G57850.1","","D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein",26
"Bra006796","Bra006796*","PF02458","","","","","AT5G57840.1","","HXXXD-type acyl-transferase family protein",26
"Bra006797","Bra006797*","PF02458","","","","","AT5G57840.1","","HXXXD-type acyl-transferase family protein",26
"Bra038098","Bra038098*","PF00069","PTHR11042","","","","AT1G53090.1","SPA4","SPA1-related 4",26
"Bra038099","Bra038099*","PF00400,PF01479","PTHR22847","KOG4837","","","AT1G53090.1","SPA4","SPA1-related 4",26
"Bra001358","Bra001358*","","","","","","AT3G10405.1","","",26
"Bra001359","Bra001359*","PF00450","PTHR11802","KOG1282","3.4.16.5","K13289","AT3G10410.1","CPY,SCPL49","SERINE CARBOXYPEPTIDASE-LIKE 49",26
"Bra016548","Bra016548*","PF07983,PF00702","PTHR10000","KOG1615","","","AT1G18640.2","PSP","3-phosphoserine phosphatase",26
"Bra016549","Bra016549*","PF03031,PF00076","PTHR10432","KOG0121","","","AT4G26190.1","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein",26
"Bra032053","Bra032053*","","","","","","AT2G24960.1","","",26
"Bra032054","Bra032054*","","","","","","AT2G24960.2","","",26
"Bra011134","Bra011134","PF07649,PF03107,PF05251","PTHR13636","KOG4452","","","AT5G22355.1","","Cysteine/Histidine-rich C1 domain family protein",27
"Bra033493","Bra033493","","","","","","AT4G15545.1","","",27
"Bra012054","Bra012054","PF01126","","KOG4480","","","AT2G26670.1","ATHO1,GUN2,HO1,HY1,HY6,TED4","Plant haem oxygenase (decyclizing) family protein",27
"Bra020036","Bra020036","PF00639","PTHR10657","","","","AT5G19370.1","","rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein",27
"Bra023164","Bra023164","","","","","","AT1G31175.1","","",27
"Bra008627","Bra008627","PF01582","","","","","AT4G11340.1","","Disease resistance protein (TIR-NBS-LRR class) family",27
"Bra000538","Bra000538","PF04690","","","","","AT2G26580.1","YAB5","plant-specific transcription factor YABBY family protein",27
"Bra031296","Bra031296","PF01554","PTHR11206","KOG1347","","","AT3G21690.1","","MATE efflux family protein",27
"Bra037191","Bra037191","PF00581","PTHR13253","KOG1530","","","AT5G66040.1","STR16","sulfurtransferase protein 16",27
"Bra008842","Bra008842","","","","","","AT5G13260.1","","",27
"Bra023432","Bra023432","PF07690","PTHR10074","","","","AT5G13740.1","ZIF1","zinc induced facilitator 1",27
"Bra034297","Bra034297","PF00023","PTHR18958","","","","AT2G26210.1","","Ankyrin repeat family protein",27
"Bra007241","Bra007241","PF08263,PF00560,PF07714,PF00069","PTHR23258","KOG1187","","","AT3G56370.1","","Leucine-rich repeat protein kinase family protein",27
"Bra025081","Bra025081","PF08240,PF00107","PTHR11695","KOG0022","1.1.1.1,1.1.1.284","K00121","AT5G42250.1","","Zinc-binding alcohol dehydrogenase family protein",27
"Bra025675","Bra025675","PF07983,PF00702","PTHR10000","KOG1615","3.1.3.3","K01079","AT1G18640.2","PSP","3-phosphoserine phosphatase",27
"Bra002886","Bra002886","","","","","","AT5G55620.1","","",27
"Bra028446","Bra028446","","","","","","","","",27
"Bra002221","Bra002221","PF00483","PTHR22572","KOG1322","2.7.7.27","K00975","AT5G19220.1","ADG2,APL1","ADP glucose pyrophosphorylase large subunit 1",27
"Bra024300","Bra024300","PF00300","PTHR23029","KOG4754","","","AT5G64460.1","","Phosphoglycerate mutase family protein",27
"Bra022310","Bra022310","PF01814,PF05495","PTHR21319","KOG1940","","","AT3G18290.1","BTS,EMB2454","zinc finger protein-related",27
"Bra022813","Bra022813","PF00067","PTHR19383","KOG0156","4.99.1.6","K11868","AT2G30770.1","CYP71A13","cytochrome P450, family 71, subfamily A, polypeptide 13",27
"Bra003750","Bra003750","PF02270","PTHR10445","KOG2905","3.6.4.12","K03139","AT1G75510.1","","Transcription initiation factor IIF, beta subunit",27
"Bra001950","Bra001950","PF08263","PTHR23258","","","","AT3G24480.1","","Leucine-rich repeat (LRR) family protein",27
"Bra015305","Bra015305","PF05514","","","","","AT1G04340.1","","HR-like lesion-inducing protein-related",27
"Bra037309","Bra037309","PF04755","","","","","AT4G00030.1","","Plastid-lipid associated protein PAP / fibrillin family protein",27
"Bra017823","Bra017823","","","","","","AT2G23130.1","AGP17,ATAGP17","arabinogalactan protein 17",27
"Bra013859","Bra013859","PF00550","PTHR20863","KOG1748","","","AT4G25050.1","ACP4","acyl carrier protein 4",27
"Bra037412","Bra037412","PF03168","","","","","AT4G01410.1","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family",27
"Bra033483","Bra033483","PF00378","PTHR11941","","","","AT4G14440.1","ATECI3,ECI3,HCD1","3-hydroxyacyl-CoA dehydratase 1",27
"Bra007337","Bra007337","PF00696","","KOG1154","2.7.2.-,2.7.2.8","K00930","AT3G57560.1","NAGK","N-acetyl-l-glutamate kinase",27
"Bra002677","Bra002677","PF05182","PTHR13484","KOG1049","","","AT5G58040.1","ATFIP1[V],ATFIPS5,FIP1[V],FIPS5","homolog of yeast FIP1 [V]",27
"Bra005521","Bra005521","PF00564,PF00069,PF07714","PTHR23257","KOG0192","","","AT3G24715.1","","Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain",27
"Bra011097","Bra011097","PF04511","PTHR11009","KOG0858","","K13989","AT4G29330.1","DER1","DERLIN-1",27
"Bra012045","Bra012045","PF08263,PF00560,PF07714,PF00069","PTHR23258","KOG1187","","","AT2G26730.1","","Leucine-rich repeat protein kinase family protein",27
"Bra024000","Bra024000*","PF05368,PF01370,PF01073","PTHR10366","KOG1203","","","AT4G31530.1","","NAD(P)-binding Rossmann-fold superfamily protein",27
"Bra024002","Bra024002*","PF00067","PTHR19383","","","","AT1G13080.1","CYP71B2","cytochrome P450, family 71, subfamily B, polypeptide 2",27
"Bra024003","Bra024003*","","","","","","","","",27
"Bra007608","Bra007608*","PF07064","PTHR22746","KOG2006","","","AT5G28350.1","","Quinoprotein amine dehydrogenase, beta chain-like; RIC1-like guanyl-nucleotide exchange factor",27
"Bra007609","Bra007609*","PF00295","","","","","AT3G61490.1","","Pectin lyase-like superfamily protein",27
"Bra016572","Bra016572*","PF00069,PF07714","PTHR11295","KOG0659","2.7.11.22","K02202","AT1G18040.1","AT;CDCKD;3,CAK2AT,CDKD1;3","cyclin-dependent kinase D1;3",27
"Bra016573","Bra016573*","PF04928,PF01909,PF04926","PTHR10682","KOG2245","","","AT1G17980.1","PAPS1","poly(A) polymerase 1",27
"Bra015695","Bra015695*","PF00141","","","","","AT1G77100.1","","Peroxidase superfamily protein",27
"Bra015696","Bra015696*","PF01789","","","","","AT1G77090.1","","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein",27
"Bra015697","Bra015697*","PF00463","PTHR21631","","","","AT1G77060.1","","Phosphoenolpyruvate carboxylase family protein",27
"Bra015698","Bra015698*","PF00226","PTHR11821","KOG0691","","","AT1G77020.1","","DNAJ heat shock N-terminal domain-containing protein",27
"Bra024776","Bra024776*","PF02151,PF08755","","","","","AT2G03390.1","","uvrB/uvrC motif-containing protein",27
"Bra024777","Bra024777*","PF01535","PTHR10483","","","","AT2G03380.1","","Pentatricopeptide repeat (PPR) superfamily protein",27
"Bra022241","Bra022241*","PF00282","PTHR11999","KOG1383","4.1.1.15","K01580","AT3G17760.1","GAD5","glutamate decarboxylase 5",27
"Bra022242","Bra022242*","PF02733,PF02734","","KOG2426","","","AT3G17770.1","","Dihydroxyacetone kinase",27
"Bra018293","Bra018293*","PF07172,PF01424,PF00437,PF00270,PF00271,PF04408,PF07717","PTHR18934","KOG0922","","","AT2G30800.1","ATVT-1,HVT1","helicase in vascular tissue and tapetum",27
"Bra018294","Bra018294*","PF01789","","","","K02717","AT1G06680.1","OE23,OEE2,PSBP-1,PSII-P","photosystem II subunit P-1",27
"Bra000901","Bra000901","","","","","","AT4G01995.1","","",28
"Bra006536","Bra006536","PF07714,PF00069,PF02230,PF03959,PF03583","PTHR23258","KOG1187","","","AT5G20050.1","","Protein kinase superfamily protein",28
"Bra003053","Bra003053","PF00805","","","","","AT5G53490.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",28
"Bra004244","Bra004244","PF01432","PTHR11804","KOG2089","","","AT1G67690.1","","Zincin-like metalloproteases family protein",28
"Bra024290","Bra024290*","PF00795","PTHR23088","KOG0808","3.5.1.6","K01431","AT5G64370.1","BETA-UP,PYD3","beta-ureidopropionase",29
"Bra024291","Bra024291*","PF00316","PTHR11556","KOG1458","3.1.3.11","K03841","AT5G64380.1","","Inositol monophosphatase family protein",29
"Bra024292","Bra024292*","PF00013","PTHR10288","KOG2192","","","AT5G64390.1","HEN4","RNA-binding KH domain-containing protein",29
"Bra024293","Bra024293*","PF06747","","KOG4090","","","AT5G09570.1","","Cox19-like CHCH family protein",29
"Bra024294","Bra024294*","PF04931","PTHR13213","KOG1926","2.7.7.7","K02331","AT5G64420.1","","DNA polymerase V family",29
"Bra028689","Bra028689*","PF03986,PF03987,PF10381","PTHR12866","KOG2981","","K08343","AT5G61500.1","ATATG3,ATG3","autophagy 3 (APG3)",29
"Bra030031","Bra030031","PF00479,PF02781","PTHR23429","KOG0563","1.1.1.49","K00036","AT1G24280.1","G6PD3","glucose-6-phosphate dehydrogenase 3",30
"Bra000294","Bra000294","PF00463","PTHR21631","KOG1260","","","AT2G43180.1","","Phosphoenolpyruvate carboxylase family protein",30
"Bra040771","Bra040771","PF01126","","KOG4480","","","AT2G26670.1","ATHO1,GUN2,HO1,HY1,HY6,TED4","Plant haem oxygenase (decyclizing) family protein",30
"Bra007131","Bra007131","PF00481","PTHR13832","KOG0700","","","AT3G55050.1","","Protein phosphatase 2C family protein",31
"Bra003841","Bra003841","PF00076","PTHR15241","KOG0130","","","AT1G73530.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",31
"Bra032284","Bra032284","PF00501","PTHR11968","KOG1256","6.2.1.3","K01897","AT1G49430.1","LACS2,LRD2","long-chain acyl-CoA synthetase 2",31
"Bra018876","Bra018876","","PTHR18958:SF197","","","","AT1G50900.1","","Ankyrin repeat family protein",31
"Bra001618","Bra001618","","PTHR23160","KOG0978","","","AT3G16000.1","MFP1","MAR binding filament-like protein 1",31
"Bra023392","Bra023392","PF01190","","","","","AT5G13140.1","","Pollen Ole e 1 allergen and extensin family protein",31
"Bra040932","Bra040932","PF03330,PF01357","","","","","AT2G28950.1","ATEXP6,ATEXPA6,ATHEXP ALPHA 1.8,EXPA6","expansin A6",31
"Bra001415","Bra001415","PF00578,PF08534,PF10417","PTHR10681","KOG0852","1.11.1.15","K03386","AT3G11630.1","","Thioredoxin superfamily protein",31
"Bra025958","Bra025958","PF03446,PF02558","PTHR22981","KOG0409","","","AT1G17650.1","GLYR2,GR2","glyoxylate reductase 2",31
"Bra033438","Bra033438","PF00076","PTHR10432","KOG0131","","","AT3G52380.1","CP33,PDE322","chloroplast RNA-binding protein 33",31
"Bra013869","Bra013869","","","","","","AT4G25170.1","","Uncharacterised conserved protein (UCP012943)",31
"Bra018544","Bra018544","PF00234","","","","","AT4G00165.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",31
"Bra012462","Bra012462","PF00118","PTHR11353","KOG0356","","","AT1G26230.1","","TCP-1/cpn60 chaperonin family protein",31
"Bra019853","Bra019853","","","","","","AT1G11430.1","","plastid developmental protein DAG, putative",31
"Bra040427","Bra040427","PF01765","PTHR20982","KOG4759","","K02838","AT3G63190.1","AtcpRRF,cpRRF,HFP108,RRF","ribosome recycling factor, chloroplast precursor",31
"Bra039091","Bra039091","PF01165","","","","","AT3G27160.1","GHS1","Ribosomal protein S21 family protein",31
"Bra012339","Bra012339","PF07719,PF00515","PTHR23083","","","","AT1G22700.2","","Tetratricopeptide repeat (TPR)-like superfamily protein",31
