"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra011081","Bra011081","PF00152,PF00575,PF00627,PF00889","PTHR22594","KOG0556","6.1.1.12","K01876","AT4G29060.1","emb2726","elongation factor Ts family protein",8
"Bra009670","Bra009670","PF00081,PF02777","PTHR11404","KOG0876","","","AT5G23310.1","FSD3","Fe superoxide dismutase 3",8
"Bra002326","Bra002326","PF00166","PTHR10772","KOG1641","","","AT5G20720.1","ATCPN21,CHCPN10,CPN10,CPN20,CPN21","chaperonin 20",8
"Bra028963","Bra028963","","","","","","AT5G55710.1","","",8
"Bra004683","Bra004683","PF01197","","","","","AT1G75350.1","emb2184","Ribosomal protein L31",8
"Bra039094","Bra039094","","","","","","AT3G27050.1","","",8
"Bra025364","Bra025364","PF02463,PF06470","PTHR18937","KOG0996","","K06675","AT5G48600.2","ATCAP-C,ATSMC3,ATSMC4,SMC3","structural maintenance of chromosome 3",8
"Bra002561","Bra002561","PF04140","PTHR12714","KOG2628","","","AT5G59500.1","","protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferases",8
"Bra031785","Bra031785","PF01571,PF08669","PTHR13847","KOG2770","2.1.2.10","K00605","AT1G11860.1","","Glycine cleavage T-protein family",8
"Bra009334","Bra009334","PF01379,PF03900","PTHR11557","KOG2892","2.5.1.61","K01749","AT5G08280.1","HEMC","hydroxymethylbilane synthase",8
"Bra011824","Bra011824","","","","","","AT4G39900.1","","",8
"Bra011679","Bra011679","PF00919,PF04055,PF01938","PTHR11918","KOG2492","","","AT4G36390.1","","Methylthiotransferase",8
"Bra009724","Bra009724","PF03595","","","","","AT5G24030.1","SLAH3","SLAC1 homologue 3",8
"Bra021701","Bra021701","PF08082,PF08083,PF10598,PF10597,PF10596,PF12134,PF01398,PF08084","PTHR11140","KOG1795","","K12856","AT1G80070.1","EMB14,EMB177,EMB33,SUS2","Pre-mRNA-processing-splicing factor",8
"Bra010965","Bra010965","PF00118","PTHR11353","KOG0357","","","AT1G24510.1","","TCP-1/cpn60 chaperonin family protein",8
"Bra029922","Bra029922","PF02861,PF00004,PF07728,PF02151,PF00158,PF07724,PF10431","PTHR11638","KOG1051","","K03696","AT3G48870.1","ATCLPC,ATHSP93-III,HSP93-III","Clp ATPase",8
"Bra016808","Bra016808","PF02403,PF00587","PTHR11778","KOG2509","6.1.1.11","K01875","AT1G11870.2","ATSRS,OVA7,SRS","Seryl-tRNA synthetase",8
"Bra011919","Bra011919","PF00118","PTHR11353","KOG0356","","","AT1G55490.1","CPN60B,LEN1","chaperonin 60 beta",8
"Bra011985","Bra011985","PF00118","PTHR11353","KOG0356","","","AT2G28000.1","CH-CPN60A,CPN60A,SLP","chaperonin-60alpha",8
"Bra005258","Bra005258","PF01246","PTHR10792","KOG1722","","K02896","AT2G36620.1","RPL24A","ribosomal protein L24",8
"Bra011076","Bra011076","PF00378,PF02737,PF00725","PTHR23309","KOG1683","1.1.1.211,1.1.1.35,4.2.1.17","K10527","AT4G29010.1","AIM1","Enoyl-CoA hydratase/isomerase family",8
"Bra030858","Bra030858","PF00118","PTHR11353","KOG0356","","","AT1G55490.1","CPN60B,LEN1","chaperonin 60 beta",8
"Bra004708","Bra004708","PF03005","","","","","AT2G42570.1","TBL39","TRICHOME BIREFRINGENCE-LIKE 39",8
"Bra031810","Bra031810","PF00153","PTHR11896","KOG0764","","","AT5G66380.1","ATFOLT1,FOLT1","folate transporter 1",8
"Bra001151","Bra001151","PF01267","PTHR10653","KOG0836","","K10364","AT3G05520.2","","Subunits of heterodimeric actin filament capping protein Capz superfamily",8
"Bra020124","Bra020124","PF00166","PTHR10772","KOG1641","","","AT5G20720.1","ATCPN21,CHCPN10,CPN10,CPN20,CPN21","chaperonin 20",8
"Bra015692","Bra015692","PF02576","","","","","AT1G77122.1","","Uncharacterised protein family UPF0090",8
"Bra026135","Bra026135","PF01327","PTHR10458","KOG3137","3.5.1.88","K01462","AT1G15390.1","ATDEF1,PDF1A","peptide deformylase 1A",8
"Bra014493","Bra014493","PF00254","PTHR10516","KOG0552","","","AT3G60370.1","","FKBP-like peptidyl-prolyl cis-trans isomerase family protein",8
"Bra037091","Bra037091","PF02421,PF01926,PF06071","PTHR23305","KOG1491","","K06942","AT1G56050.1","","GTP-binding protein-related",8
"Bra038646","Bra038646","PF00202","PTHR11986","KOG1401","5.4.3.8","K01845","AT5G63570.1","GSA1","glutamate-1-semialdehyde-2,1-aminomutase",8
"Bra023072","Bra023072","PF03952,PF00113,PF07476","PTHR11902","KOG2670","4.2.1.11","K01689","AT2G36530.1","ENO2,LOS2","Enolase",8
"Bra021937","Bra021937","PF02375,PF02373,PF02928,PF05964,PF05965","PTHR10694","KOG1246","","","AT2G34880.1","MEE27,PKDM7C","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein",8
"Bra007343","Bra007343","PF03016","PTHR11062","KOG1021","","","AT3G57630.1","","exostosin family protein",8
"Bra029859","Bra029859","PF00069,PF07714,PF00036","PTHR22982","KOG0032","2.7.11.1","K13412","AT3G10660.1","ATCPK2,CPK2","calmodulin-domain protein kinase cdpk isoform 2",8
"Bra015061","Bra015061","PF00717,PF10502","PTHR12383","KOG0171","3.4.21.89","K03100","AT3G24590.1","PLSP1","plastidic type i signal peptidase 1",8
"Bra005175","Bra005175","PF01370,PF01073","PTHR10366","KOG1203","","","AT2G37660.1","","NAD(P)-binding Rossmann-fold superfamily protein",8
"Bra001374","Bra001374","PF00521,PF03989","PTHR10169","KOG0355","5.99.1.3","K02469","AT3G10690.1","GYRA","DNA GYRASE A",8
"Bra025173","Bra025173","PF07800","","","","","AT3G25910.1","","Protein of unknown function (DUF1644)",8
"Bra031272","Bra031272","PF05958,PF05175,PF01170,PF09445,PF03602","PTHR11061","KOG2187","2.1.1.-","K00599","AT3G21300.1","","RNA methyltransferase family protein",8
"Bra018264","Bra018264","PF01406,PF09334,PF00133,PF09190","PTHR10890","KOG2007","6.1.1.16","K01883","AT2G31170.1","SYCO ARATH","Cysteinyl-tRNA synthetase, class Ia family protein",8
"Bra002106","Bra002106","PF00641","PTHR23238:SF5","","","","AT5G17790.1","VAR3","zinc finger (Ran-binding) family protein",8
"Bra018610","Bra018610","","","","","","AT1G08640.1","CJD1","Chloroplast J-like domain 1",8
"Bra013558","Bra013558","PF00849","PTHR10436","KOG1919","","","AT4G21770.1","","Pseudouridine synthase family protein",8
"Bra037409","Bra037409","PF00428","PTHR21141","KOG1762","","K02942","AT4G00810.1","","60S acidic ribosomal protein family",8
"Bra002258","Bra002258","PF04117","PTHR11266","KOG1944","","K13348","AT5G19750.1","","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein",8
"Bra032124","Bra032124","PF05198,PF00707","PTHR10938","","","K02520","AT2G24060.1","","Translation initiation factor 3 protein",8
"Bra017625","Bra017625","","","","","","AT4G34090.1","","",8
"Bra035565","Bra035565","PF00091,PF12327","","","","","AT5G55280.1","ATFTSZ1-1,CPFTSZ,FTSZ1-1","homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1",8
"Bra018435","Bra018435","","PTHR13824","KOG4308","","","AT1G10510.1","emb2004","RNI-like superfamily protein",8
"Bra023555","Bra023555","PF02485,PF01985","","KOG1990","","","AT5G16180.1","ATCRS1,CRS1","ortholog of maize chloroplast splicing factor CRS1",8
"Bra011770","Bra011770","PF00636","","","","","AT4G37510.1","","Ribonuclease III family protein",8
"Bra014562","Bra014562","PF07991,PF01450","PTHR21371","","1.1.1.86","K00053","AT3G58610.1","","ketol-acid reductoisomerase",8
"Bra016123","Bra016123","PF00575","PTHR10724","","","K02945","AT1G71720.1","","Nucleic acid-binding proteins superfamily",8
"Bra017976","Bra017976","PF02466,PF00536","","KOG3225","","","AT5G24650.1","","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein",8
"Bra002900","Bra002900","PF02466","PTHR14110","KOG1652","","","AT5G55510.1","","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein",8
"Bra034580","Bra034580","PF00155,PF00248","PTHR11751","KOG0257","2.6.1.83","K10206","AT4G33680.1","AGD2","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein",8
"Bra003159","Bra003159","PF00156","PTHR10285","KOG1017","","","AT3G53900.2","PYRR,UPP","uracil phosphoribosyltransferase",8
"Bra027017","Bra027017","","","","","","AT1G62780.1","","",8
"Bra007383","Bra007383","PF05739","PTHR12791","KOG3385","","K08504","AT3G58170.1","ATBET11,ATBS14A,BET11,BS14A","BET1P/SFT1P-like protein 14A",8
"Bra002373","Bra002373","PF02325","","","","K02221","AT5G21920.1","ATYLMG2,YLMG2","YGGT family protein",8
"Bra008961","Bra008961","PF01789","","","","","AT5G11450.1","","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein",8
"Bra008602","Bra008602","PF00133,PF09334,PF01406,PF08264,PF10458","PTHR11946","KOG0432","6.1.1.9","K01873","AT5G16715.1","EMB2247","ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases",8
"Bra025353","Bra025353","PF01959","","","","","AT3G28760.1","","",8
"Bra009018","Bra009018*","PF02590","","","","K00783","AT5G10620.1","","methyltransferases",8
"Bra009019","Bra009019*","PF00067","PTHR19383","KOG0156","","","AT5G10610.1","CYP81K1","cytochrome P450, family 81, subfamily K, polypeptide 1",8
"Bra009020","Bra009020*","PF00067","PTHR19383","KOG0156","","","AT5G10610.1","CYP81K1","cytochrome P450, family 81, subfamily K, polypeptide 1",8
"Bra034758","Bra034758*","PF00022","PTHR11937","KOG0676","","K11672","AT3G12380.1","ARP5,ATARP5","actin-related protein 5",8
"Bra034759","Bra034759*","PF00466","","","","K02864","AT3G12370.1","","Ribosomal protein L10 family protein",8
"Bra031740","Bra031740*","PF00069,PF07714","PTHR22982","KOG0583","2.7.11.1","K14498","AT1G10940.1","ASK1,SNRK2-4,SNRK2.4,SRK2A","Protein kinase superfamily protein",8
"Bra031741","Bra031741*","PF00270,PF00271,PF09382,PF00570","PTHR13710","KOG0351","3.6.4.12","K10901","AT1G10930.1","ATRECQ4A,ATSGS1,RECQ4A","DNA helicase (RECQl4A)",8
"Bra030447","Bra030447*","PF03054,PF00733","PTHR11933","KOG2805","","","AT1G51310.1","","transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases",8
"Bra030448","Bra030448*","PF01553","PTHR10983","KOG1505","2.3.1.-,2.3.1.51","K13523","AT1G51260.1","LPAT3","lysophosphatidyl acyltransferase 3",8
"Bra016375","Bra016375*","PF07690,PF00854","PTHR11654","KOG1237","","","AT1G22570.1","","Major facilitator superfamily protein",8
"Bra016376","Bra016376*","PF04418","PTHR21304","KOG4604","","","AT1G22520.2","","Domain of unknown function (DUF543)",8
"Bra009948","Bra009948*","PF00270,PF00271","PTHR13710","KOG0351","","","AT5G27680.1","RECQSIM","RECQ helicase SIM",8
"Bra009949","Bra009949*","PF00125","PTHR23430","KOG1756","","","AT5G27670.1","HTA7","histone H2A 7",8
"Bra034715","Bra034715*","","","","","","AT3G12940.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",8
"Bra034716","Bra034716*","PF02410","PTHR21043","","","","AT3G12930.1","","Lojap-related protein",8
"Bra000302","Bra000302*","PF00255,PF00578","PTHR11592","KOG1651","","","AT2G43350.1","ATGPX3,GPX3","glutathione peroxidase 3",8
"Bra000303","Bra000303*","PF04055,PF06968","PTHR22976","KOG2900","2.8.1.6","K01012","AT2G43360.1","BIO2,BIOB","Radical SAM superfamily protein",8
"Bra021658","Bra021658*","PF05697","","","","","AT2G30695.1","","",8
"Bra021659","Bra021659*","","","","","","AT2G30700.1","","",8
"Bra021660","Bra021660*","PF00566","PTHR22957","KOG1092","","","AT2G30710.1","","Ypt/Rab-GAP domain of gyp1p superfamily protein",8
"Bra024062","Bra024062*","PF01553","PTHR10434","KOG2848","2.3.1.51","K00655","AT4G30580.1","ATS2,EMB1995,LPAT1","Phospholipid/glycerol acyltransferase family protein",8
"Bra024063","Bra024063*","PF00483,PF00132","PTHR22572","KOG1322","","","AT4G30570.1","","Glucose-1-phosphate adenylyltransferase family protein",8
"Bra033214","Bra033214*","PF06747","PTHR13626","KOG4618","","","AT1G02160.1","","Cox19 family protein (CHCH motif)",8
"Bra033215","Bra033215*","PF01535","PTHR10483","","","","AT1G02150.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",8
"Bra033216","Bra033216*","","PTHR22760","","","","AT1G02145.3","ALG12,EBS4","homolog of asparagine-linked glycosylation 12",8
"Bra003608","Bra003608*","PF00793","PTHR21057","","","","AT1G79500.1","AtkdsA1","Aldolase-type TIM barrel family protein",8
"Bra003609","Bra003609*","PF01535","PTHR10483","","","","AT1G79490.1","EMB2217","Pentatricopeptide repeat (PPR) superfamily protein",8
"Bra009499","Bra009499*","PF02881,PF00448,PF01583,PF01656,PF02978","PTHR11564","KOG0780","","K03106","AT5G03940.1","54CP,CPSRP54,FFC,SRP54CP","chloroplast signal recognition particle 54 kDa subunit",8
"Bra009500","Bra009500*","PF00664,PF00005","PTHR19242","KOG0058","","K02021","AT5G03910.1","ATATH12,ATH12","ABC2 homolog 12",8
"Bra019492","Bra019492*","","","","","","AT3G46890.1","","",8
"Bra019493","Bra019493*","PF00091,PF03953","PTHR11588","KOG1375","","K07375","AT5G62700.1","TUB3","tubulin beta chain 3",8
"Bra007220","Bra007220*","PF05470,PF01399","PTHR13937","KOG1076","","K03252","AT3G56150.1","ATEIF3C-1,ATTIF3C1,EIF3C,EIF3C-1,TIF3C1","eukaryotic translation initiation factor 3C",8
"Bra007221","Bra007221*","PF01758","PTHR18640","KOG4821","","K14347","AT3G56160.1","","Sodium Bile acid symporter family",8
"Bra008462","Bra008462*","PF07576,PF02148","PTHR10420","KOG0804","6.3.2.19","K10632","AT2G26000.2","BRIZ2","zinc finger (C3HC4-type RING finger) family protein",8
"Bra008463","Bra008463*","PF00180","PTHR11835","KOG0786","1.1.1.85","K00052","AT1G80560.1","ATIMD2,IMD2","isopropylmalate dehydrogenase 2",8
"Bra008464","Bra008464*","PF00180","PTHR11835","KOG0786","","","AT1G80560.1","ATIMD2,IMD2","isopropylmalate dehydrogenase 2",8
"Bra018196","Bra018196*","PF07244,PF01103,PF00931","PTHR12815","","","","AT3G46740.1","MAR1,TOC75-III","translocon at the outer envelope membrane of chloroplasts 75-III",8
"Bra018197","Bra018197*","PF07244,PF01103","PTHR12815","","","","AT3G46740.1","MAR1,TOC75-III","translocon at the outer envelope membrane of chloroplasts 75-III",8
"Bra018198","Bra018198*","PF00931","","","","","AT3G46530.1","RPP13","NB-ARC domain-containing disease resistance protein",8
"Bra029190","Bra029190*","PF00081,PF02777","PTHR11404","KOG0876","","","AT5G51100.1","FSD2","Fe superoxide dismutase 2",8
"Bra029191","Bra029191*","PF08263,PF00560,PF00069,PF07714","PTHR23258","KOG0472","","","AT3G47580.1","","Leucine-rich repeat protein kinase family protein",8
"Bra009965","Bra009965*","PF01789","","","","","AT5G27390.1","","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein",8
"Bra009966","Bra009966*","PF04280","PTHR20949:SF6","","","","AT5G27395.1","","Mitochondrial inner membrane translocase complex, subunit Tim44-related protein",8
"Bra009967","Bra009967*","PF03917,PF03199","PTHR11130","KOG0021","6.3.2.3","K01920","AT5G27380.1","GSH2,GSHB","glutathione synthetase 2",8
"Bra041120","Bra041120","PF02874,PF00006,PF00306","PTHR15184","KOG1353","3.6.3.14","K02111","ATCG00120.1","","ATP synthase subunit alpha",9
"Bra001122","Bra001122","PF00967","PTHR22595","","","","AT3G04720.1","HEL,PR-4,PR4","pathogenesis-related 4",9
"Bra014037","Bra014037","PF00085,PF00578","PTHR10438","KOG0907","","","AT1G45145.1","ATH5,ATTRX5,LIV1,TRX5","thioredoxin H-type 5",9
"Bra039341","Bra039341","PF03556","PTHR12281","KOG3077","","","AT3G12760.1","","",9
"Bra030595","Bra030595","PF08488,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G69730.1","","Wall-associated kinase family protein",9
"Bra008544","Bra008544","","","","","","AT4G00890.1","","proline-rich family protein",9
"Bra040972","Bra040972","PF01453,PF00954,PF08276,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G61610.1","","S-locus lectin protein kinase family protein",9
"Bra001854","Bra001854","PF00168,PF00614,PF12357,PF08263,PF00560","PTHR18896","KOG1329","","","AT4G11850.1","MEE54,PLDGAMMA1","phospholipase D gamma 1",9
"Bra022212","Bra022212","PF00225","PTHR16012","KOG0242","","","AT3G17360.1","POK1","phragmoplast orienting kinesin 1",9
"Bra017140","Bra017140","PF05340","","","","","AT2G38070.1","","Protein of unknown function (DUF740)",9
"Bra026032","Bra026032","PF07714,PF00069","PTHR23258","KOG1187","","","AT1G16670.1","","Protein kinase superfamily protein",9
"Bra009589","Bra009589","PF08288,PF00534","PTHR12526","KOG1111","2.4.1.198","K03857","AT3G45100.1","SETH2","UDP-Glycosyltransferase superfamily protein",9
"Bra005309","Bra005309","PF04564","PTHR22849","","","","AT2G35930.1","PUB23","plant U-box 23",9
"Bra003715","Bra003715","PF04640","","","","","AT1G76590.1","","PLATZ transcription factor family protein",9
"Bra011422","Bra011422","PF05222,PF01262,PF04455,PF03435","PTHR11133","KOG0172","","","AT4G33150.1","LKR,LKR/SDH,SDH","lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme",9
"Bra011703","Bra011703","","","","","","AT4G36750.1","","Quinone reductase family protein",9
"Bra017712","Bra017712","PF00560","PTHR23155","KOG4579","","","AT4G35470.1","PIRL4","plant intracellular ras group-related LRR 4",9
"Bra039645","Bra039645","PF07973,PF02272","PTHR11777","","","","AT1G50200.1","ACD,ALATS","Alanyl-tRNA synthetase",9
"Bra015762","Bra015762","PF00134,PF02984","PTHR10177","KOG0653","","K05868","AT1G76310.1","CYCB2;4","CYCLIN B2;4",9
"Bra009809","Bra009809","PF07059","","","","","AT5G10750.1","","Protein of unknown function (DUF1336)",9
"Bra015564","Bra015564","PF04185","","","3.1.4.3","K01114","AT1G07230.1","NPC1","non-specific phospholipase C1",9
"Bra011749","Bra011749","PF00249","PTHR10641","KOG0048","","K09422","AT4G37260.1","ATMYB73,MYB73","myb domain protein 73",9
"Bra012865","Bra012865","PF01370,PF04321","PTHR10366","KOG1372","4.2.1.47","K01711","AT3G51160.1","GMD2,MUR1,MUR_1","NAD(P)-binding Rossmann-fold superfamily protein",9
"Bra006813","Bra006813","PF00202","PTHR11986","KOG1401","","","AT5G57590.1","BIO1","adenosylmethionine-8-amino-7-oxononanoate transaminases",9
"Bra001992","Bra001992","PF08263,PF00560","PTHR23258","KOG0472","","","AT1G45616.1","AtRLP6,RLP6","receptor like protein 6",9
"Bra003570","Bra003570","PF01490,PF03222","PTHR22950","KOG1305","","","AT1G80510.1","","Transmembrane amino acid transporter family protein",9
"Bra014626","Bra014626","","PTHR11600","","","","AT2G48020.1","","Major facilitator superfamily protein",9
"Bra032313","Bra032313","PF08263,PF00560,PF00069,PF07714","PTHR23258","KOG1187","","","AT2G01820.1","","Leucine-rich repeat protein kinase family protein",9
"Bra038289","Bra038289","PF00139,PF00069,PF07714","PTHR23258","KOG1187","","","AT3G45330.1","","Concanavalin A-like lectin protein kinase family protein",9
"Bra014446","Bra014446","PF00249","PTHR10641","KOG0048","","","AT3G61250.1","AtMYB17,MYB17","myb domain protein 17",9
"Bra012588","Bra012588","","","","","","AT4G18540.1","","",9
"Bra026621","Bra026621","PF00282,PF00266","PTHR11999","KOG1383","4.1.1.15","K01580","AT2G02010.1","GAD4","glutamate decarboxylase 4",9
"Bra026116","Bra026116","PF01344","PTHR23230","","","","AT1G15670.1","","Galactose oxidase/kelch repeat superfamily protein",9
"Bra039052","Bra039052","PF00004","PTHR23070","KOG0743","","","AT3G28580.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",9
"Bra031478","Bra031478","PF01820,PF07478","PTHR23132","","","","AT3G08840.2","","D-alanine--D-alanine ligase family",9
"Bra003948","Bra003948","PF05042","","","","","AT1G70670.1","","Caleosin-related family protein",9
"Bra015199","Bra015199","PF03767","","","","","AT5G51260.1","","HAD superfamily, subfamily IIIB acid phosphatase",9
"Bra024103","Bra024103","PF00122,PF00702","PTHR11939","KOG0207","","","AT4G30110.1","ATHMA2,HMA2","heavy metal atpase 2",9
"Bra020828","Bra020828","PF01657,PF07714,PF00069","PTHR23258","KOG1187","","","AT4G23190.1","AT-RLK3,CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11",9
"Bra009756","Bra009756","PF03169","","","","","AT5G24380.1","ATYSL2,YSL2","YELLOW STRIPE like 2",9
"Bra006304","Bra006304","PF00023","PTHR18958","KOG4412","","","AT5G15500.2","","Ankyrin repeat family protein",9
"Bra033480","Bra033480","PF01965","PTHR11019","KOG2764","","K03152","AT3G14990.1","","Class I glutamine amidotransferase-like superfamily protein",9
"Bra031896","Bra031896","PF01145","PTHR13806","KOG2668","","","AT5G64870.1","","SPFH/Band 7/PHB domain-containing membrane-associated protein family",9
"Bra011409","Bra011409","","","","","","AT4G33050.3","EDA39","calmodulin-binding family protein",9
"Bra036175","Bra036175","PF01094,PF00497,PF00060","PTHR18966","KOG1052","","K05387","AT5G48410.1","ATGLR1.3,GLR1.3","glutamate receptor 1.3",9
"Bra011696","Bra011696","PF03765,PF00650","PTHR10174","KOG1470","","","AT4G36640.1","","Sec14p-like phosphatidylinositol transfer family protein",9
"Bra004645","Bra004645","","","","","","AT2G41730.1","","",9
"Bra006194","Bra006194","PF03321","","","","K14487","AT5G13320.1","GDG1,GH3.12,PBS3,WIN3","Auxin-responsive GH3 family protein",9
"Bra025853","Bra025853","","","","","","AT1G20890.1","","",9
"Bra012088","Bra012088","PF04678","PTHR13462","KOG2966","","","AT5G66650.1","","Protein of unknown function (DUF607)",9
"Bra003778","Bra003778","PF06200,PF09425","","","","","AT1G74950.1","JAZ2,TIFY10B","TIFY domain/Divergent CCT motif family protein",9
"Bra001457","Bra001457","PF00012,PF06723","PTHR19375","KOG0101","","","AT3G12580.1","ATHSP70,HSP70","heat shock protein 70",9
"Bra004155","Bra004155","PF00249","PTHR10641","KOG0048","","K09422","AT1G66230.1","AtMYB20,MYB20","myb domain protein 20",9
"Bra015384","Bra015384","PF00560","PTHR23258","KOG4579","","","AT2G25440.1","AtRLP20,RLP20","receptor like protein 20",9
"Bra001988","Bra001988","PF03492","","","","","AT3G44840.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",9
"Bra006275","Bra006275","PF01074,PF09261,PF07748","PTHR11607","KOG1958","3.2.1.114","K01231","AT5G14950.1","ATGMII,GMII","golgi alpha-mannosidase II",9
"Bra030166","Bra030166","PF11721,PF07714,PF00069","PTHR23258","KOG1187","","","AT1G29720.1","","Leucine-rich repeat transmembrane protein kinase",9
"Bra000660","Bra000660","PF04674","","","","","AT4G08950.1","EXO","Phosphate-responsive 1 family protein",9
"Bra010209","Bra010209","PF08263,PF00560","PTHR23258","KOG0472","","","AT1G33610.1","","Leucine-rich repeat (LRR) family protein",9
"Bra033400","Bra033400","PF00076","PTHR10432","KOG0144","","","AT1G03457.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",9
"Bra006374","Bra006374","PF07992,PF00070","PTHR22915","KOG2495","1.6.99.3","K03885","AT2G20800.1","NDB4","NAD(P)H dehydrogenase B4",9
"Bra001507","Bra001507","PF00118","PTHR11353","KOG0356","","","AT3G13470.1","","TCP-1/cpn60 chaperonin family protein",9
"Bra025654","Bra025654","","PTHR10891","KOG0027","","","AT5G39670.1","","Calcium-binding EF-hand family protein",9
"Bra016317","Bra016317","","","","","","","","",9
"Bra010453","Bra010453","PF01554","PTHR11206","KOG1347","","","AT4G25640.1","ATDTX35,DTX35,FFT","detoxifying efflux carrier 35",9
"Bra013175","Bra013175","PF07172","","","","","AT2G05540.1","","Glycine-rich protein family",9
"Bra007337","Bra007337","PF00696","","KOG1154","2.7.2.-,2.7.2.8","K00930","AT3G57560.1","NAGK","N-acetyl-l-glutamate kinase",9
"Bra032058","Bra032058","PF00560,PF00069,PF07714","PTHR23258","KOG1187","","","AT2G25470.1","AtRLP21,RLP21","receptor like protein 21",9
"Bra028635","Bra028635","PF04674","","","","","AT5G09440.1","EXL4","EXORDIUM like 4",9
"Bra018943","Bra018943","PF01419,PF07646","PTHR23244","","","","AT2G33070.1","ATNSP2,NSP2","nitrile specifier protein 2",9
"Bra009746","Bra009746","PF01988","","","","","AT5G24290.1","","Vacuolar iron transporter (VIT) family protein",9
"Bra006441","Bra006441","","","","","","AT5G18130.1","","",9
"Bra009543","Bra009543","PF04520","","","","","AT5G03230.1","","Protein of unknown function, DUF584",9
"Bra022230","Bra022230","PF02298","","","","","AT3G17675.1","","Cupredoxin superfamily protein",9
"Bra005795","Bra005795","PF00010,PF02518,PF00204,PF01751,PF00986","PTHR10169","","","","AT3G10270.1","GYRB1","DNA GYRASE B1",9
"Bra003862","Bra003862","PF00732,PF05199","PTHR11552","KOG1238","","","AT1G72970.1","EDA17,HTH","Glucose-methanol-choline (GMC) oxidoreductase family protein",9
"Bra011436","Bra011436","PF08553","","KOG2395","","","AT4G33400.1","","Vacuolar import/degradation, Vid27-related protein",9
"Bra018969","Bra018969","PF00232","PTHR10353","KOG0626","","","AT1G52400.1","ATBG1,BGL1,BGLU18","beta glucosidase 18",9
"Bra007183","Bra007183","PF03759","","","","","AT3G55660.1","ATROPGEF6,ROPGEF6","ROP (rho of plants) guanine nucleotide exchange factor 6",9
"Bra014975","Bra014975","PF00722,PF06955","","","2.4.1.207","K08235","AT3G23730.1","XTH16","xyloglucan endotransglucosylase/hydrolase 16",9
"Bra006219","Bra006219","PF00400","PTHR19918","KOG0305","","","AT5G13840.1","FZR3","FIZZY-related 3",9
"Bra014510","Bra014510","PF00232","PTHR10353","KOG0626","","","AT3G60140.1","BGLU30,DIN2,SRG2","Glycosyl hydrolase superfamily protein",9
"Bra008559","Bra008559","PF01749,PF00514,PF02985","PTHR23316","KOG0166","","","AT4G02150.1","ATIMPALPHA3,IMPA-3,MOS6","ARM repeat superfamily protein",9
"Bra009478","Bra009478","","","","","","AT5G04190.1","PKS4","phytochrome kinase substrate 4",9
"Bra040524","Bra040524","PF07333","","","","","AT3G05727.1","","S locus-related glycoprotein 1 (SLR1) binding pollen coat protein family",9
"Bra011461","Bra011461","PF00155","PTHR11751","KOG0257","2.6.1.83","K10206","AT4G33680.1","AGD2","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein",9
"Bra038063","Bra038063","PF12348","PTHR21567","KOG2933","","","AT4G15830.1","","ARM repeat superfamily protein",9
"Bra008555","Bra008555","PF01529","PTHR22883","KOG1311","","","AT4G01730.1","","DHHC-type zinc finger family protein",9
"Bra003727","Bra003727","PF00134,PF02984","PTHR10177","KOG0653","","","AT1G76310.1","CYCB2;4","CYCLIN B2;4",9
"Bra039698","Bra039698","PF04525","","","","","AT1G53900.1","","Eukaryotic translation initiation factor 2B (eIF-2B) family protein",9
"Bra006345","Bra006345","","","","","","AT5G16250.1","","",9
"Bra036303","Bra036303","PF01553","","","","","AT4G01950.1","ATGPAT3,GPAT3","glycerol-3-phosphate acyltransferase 3",9
"Bra029564","Bra029564","PF00225","PTHR16012","KOG0239","","K10405","AT4G05190.1","ATK5","kinesin 5",9
"Bra001776","Bra001776","PF00225,PF06548","PTHR16012","KOG4280","","","AT3G20150.1","","Kinesin motor family protein",9
"Bra015722","Bra015722","","","","","","AT1G76740.1","","",9
"Bra022381","Bra022381","PF00225","PTHR16012","KOG0243","","K10400","AT3G19050.1","POK2","phragmoplast orienting kinesin 2",9
