"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra028651","Bra028651","PF00009,PF03144,PF00679,PF06421","PTHR23115","KOG0462","","K03596","AT5G08650.1","","Small GTP-binding protein",9
"Bra029427","Bra029427","PF06697","","","","","AT4G11950.1","","Protein of unknown function (DUF1191)",9
"Bra032122","Bra032122","PF01632","","","","","AT2G24090.1","","Ribosomal protein L35",9
"Bra015397","Bra015397","PF00347","PTHR11655","KOG3254","","","AT1G05190.1","emb2394","Ribosomal protein L6 family",9
"Bra035490","Bra035490","PF00111","","","","K02639","AT1G32550.1","","2Fe-2S ferredoxin-like superfamily protein",9
"Bra003841","Bra003841","PF00076","PTHR15241","KOG0130","","","AT1G73530.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",9
"Bra036258","Bra036258","","","","","","AT4G02530.1","","chloroplast thylakoid lumen protein",9
"Bra036120","Bra036120","PF00575","PTHR10724","","","K02945","AT5G30510.1","ARRPS1,RPS1","ribosomal protein S1",9
"Bra004324","Bra004324","PF01936","","","","","AT3G62850.1","","zinc finger protein-related",9
"Bra006413","Bra006413","PF01722","PTHR12735","KOG2313","","","AT5G17560.1","","BolA-like family protein",9
"Bra001415","Bra001415","PF00578,PF08534,PF10417","PTHR10681","KOG0852","1.11.1.15","K03386","AT3G11630.1","","Thioredoxin superfamily protein",9
"Bra003147","Bra003147","PF01678","","","5.1.1.7","K01778","AT3G53580.1","","diaminopimelate epimerase family protein",9
"Bra005134","Bra005134","","","","","","AT2G38140.1","PSRP4","plastid-specific ribosomal protein 4",9
"Bra025534","Bra025534","PF01016","PTHR15893","KOG4600","","","AT5G40950.1","RPL27","ribosomal protein large subunit 27",9
"Bra015878","Bra015878","PF00380","PTHR21569","KOG1697","","K02996","AT1G74970.1","RPS9,TWN3","ribosomal protein S9",9
"Bra014131","Bra014131","PF00861","","","","K02881","AT1G48350.1","","Ribosomal L18p/L5e family protein",9
"Bra027274","Bra027274","PF10508","PTHR13554","KOG4413","","K06692","AT3G15180.1","","ARM repeat superfamily protein",9
"Bra022734","Bra022734","PF00467","PTHR12903","KOG1708","","","AT5G54600.1","","Translation protein SH3-like family protein",9
"Bra010853","Bra010853","","","","","","AT4G14600.1","","Target SNARE coiled-coil domain protein",9
"Bra039091","Bra039091","PF01165","","","","","AT3G27160.1","GHS1","Ribosomal protein S21 family protein",9
"Bra040448","Bra040448","PF00687","PTHR23105","KOG1569","","","AT3G63490.1","","Ribosomal protein L1p/L10e family",9
"Bra004057","Bra004057*","PF01477,PF00305","PTHR11771","","1.13.11.12","K00454","AT3G45140.1","ATLOX2,LOX2","lipoxygenase 2",9
"Bra004058","Bra004058*","PF01477,PF00305","PTHR11771","","","","AT3G45140.1","ATLOX2,LOX2","lipoxygenase 2",9
"Bra004059","Bra004059*","PF01477,PF00305","PTHR11771","","1.13.11.12","K00454","AT3G45140.1","ATLOX2,LOX2","lipoxygenase 2",9
"Bra004060","Bra004060*","PF01477,PF00305","PTHR11771","","1.13.11.12","K00454","AT3G45140.1","ATLOX2,LOX2","lipoxygenase 2",9
"Bra033564","Bra033564*","PF07732,PF00394,PF07731","PTHR11709","KOG1263","","","AT4G38420.1","sks9","SKU5 similar 9",9
"Bra033565","Bra033565*","PF04765","PTHR12956","","","","AT4G38500.1","","Protein of unknown function (DUF616)",9
"Bra024957","Bra024957*","PF01245","PTHR15680","KOG1698","","","AT5G47190.1","","Ribosomal protein L19 family protein",9
"Bra024958","Bra024958*","PF00635","PTHR10809","KOG0439","","","AT5G47180.1","","Plant VAMP (vesicle-associated membrane protein) family protein",9
"Bra024959","Bra024959*","PF02182","PTHR22884:SF20","","","","AT5G47160.1","","YDG/SRA domain-containing protein",9
"Bra000952","Bra000952*","","","","","","AT4G01290.1","","",9
"Bra000953","Bra000953*","PF00281,PF00673","PTHR11994","KOG0398","","K02931","AT4G01310.1","","Ribosomal L5P family protein",9
"Bra013225","Bra013225","PF00254","PTHR10516","KOG0549","5.2.1.8","K09569","AT3G25220.1","FKBP15-1","FK506-binding protein 15 kD-1",10
"Bra003196","Bra003196*","PF00230","PTHR19139","KOG0223","","K09872","AT3G54820.1","PIP2;5,PIP2D","plasma membrane intrinsic protein 2;5",10
"Bra003197","Bra003197*","PF05180","PTHR20922:SF7","KOG3277","","","AT3G54826.1","","Zim17-type zinc finger protein",10
"Bra013094","Bra013094","","","","","","AT2G15860.2","","",11
"Bra030103","Bra030103","PF07047","PTHR12499","KOG3335","","","AT1G28510.1","","Optic atrophy 3 protein (OPA3)",11
"Bra023739","Bra023739","PF05153,PF00023","PTHR12588","","","","AT3G23280.1","XBAT35","XB3 ortholog 5 in Arabidopsis thaliana",11
"Bra016870","Bra016870","PF00149","PTHR11668","KOG0371","3.1.3.16","K04382","AT2G42500.1","PP2A-3","protein phosphatase 2A-3",11
"Bra007462","Bra007462","","","","","","AT2G24615.1","","Defensin-like (DEFL) family protein",11
"Bra012206","Bra012206","PF01096","PTHR11239","KOG2907","2.7.7.6","K03000","AT3G25940.1","","TFIIB zinc-binding protein",11
"Bra006233","Bra006233","PF05753","PTHR12861","KOG3317","","K13250","AT5G14030.1","","translocon-associated protein beta (TRAPB) family protein",11
"Bra014469","Bra014469","PF01529","PTHR22883","KOG1315","","","AT3G60800.1","","DHHC-type zinc finger family protein",11
"Bra011116","Bra011116","PF04718","","","3.6.3.14","K02140","AT4G29480.1","","Mitochondrial ATP synthase subunit G protein",11
"Bra040041","Bra040041","PF01412,PF00168","PTHR23180","KOG1030","","","AT3G07940.1","","Calcium-dependent ARF-type GTPase activating protein family",11
"Bra034488","Bra034488","PF04504","","","","","AT1G61730.1","","DNA-binding storekeeper protein-related transcriptional regulator",11
"Bra019508","Bra019508","PF12146,PF08840,PF08386","PTHR10992","KOG4667","","","AT3G47590.1","","alpha/beta-Hydrolases superfamily protein",11
"Bra017386","Bra017386","","","","","","AT2G03420.1","","",11
"Bra006200","Bra006200","PF00213","PTHR11910","KOG1662","3.6.3.14","K02137","AT5G13450.1","ATP5","delta subunit of Mt ATP synthase",11
"Bra001970","Bra001970","PF01602,PF08752","PTHR10261","KOG1078","","","AT4G34450.1","","coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP, putative",11
"Bra002227","Bra002227","","PTHR13824","KOG1909","","K14319","AT5G19320.1","RANGAP2","RAN GTPase activating protein 2",11
"Bra024701","Bra024701","PF00696","","","","","AT1G26640.1","","Amino acid kinase family protein",11
"Bra037068","Bra037068","PF00227","PTHR11599","KOG0177","3.4.25.1","K02734","AT3G22630.1","PBD1,PRCGB","20S proteasome beta subunit D1",11
"Bra033389","Bra033389","","","","","","AT1G03320.1","","",11
"Bra015257","Bra015257*","","","","","","AT1G03710.1","","Cystatin/monellin superfamily protein",11
"Bra015258","Bra015258*","","","","","","AT1G03710.1","","Cystatin/monellin superfamily protein",11
"Bra003427","Bra003427*","PF08069,PF00312","PTHR11885","KOG0400","","K02953","AT4G00100.1","ATRPS13A,PFL2,RPS13,RPS13A","ribosomal protein S13A",11
"Bra003428","Bra003428*","PF00227","PTHR11599","KOG0179","3.4.25.1","K02732","AT3G60820.1","PBF1","N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein",11
"Bra003034","Bra003034","","","","","","AT5G53800.1","","",12
"Bra005417","Bra005417","","","","","","AT2G34530.1","","",12
"Bra014870","Bra014870","PF01154,PF08540","PTHR11877","KOG1393","2.3.3.10","K01641","AT4G11820.2","EMB2778,FKP1,HMGS,MVA1","hydroxymethylglutaryl-CoA synthase / HMG-CoA synthase / 3-hydroxy-3-methylglutaryl coenzyme A synthase",12
"Bra011950","Bra011950","PF00903","PTHR10374","KOG2944","","","AT2G28420.1","","Lactoylglutathione lyase / glyoxalase I family protein",12
"Bra005536","Bra005536","PF00759","PTHR22298","","","","AT2G32990.1","AtGH9B8,GH9B8","glycosyl hydrolase 9B8",12
"Bra005792","Bra005792","","","","","","AT5G04080.1","","",12
"Bra009609","Bra009609*","","","","","","AT5G02160.1","","",12
"Bra009610","Bra009610*","PF00314","","","","","AT5G02140.1","","Pathogenesis-related thaumatin superfamily protein",12
"Bra014730","Bra014730","","","","","","AT3G55646.1","","",13
"Bra032925","Bra032925","","PTHR23050","","","","AT1G29025.1","","Calcium-binding EF-hand family protein",13
"Bra015038","Bra015038","PF00561","PTHR10992","KOG1454","","","AT3G24420.1","","alpha/beta-Hydrolases superfamily protein",13
"Bra027258","Bra027258","","","","","","","","",13
"Bra021851","Bra021851","PF05664","","","","","AT2G33420.1","","Protein of unknown function (DUF810)",13
"Bra004528","Bra004528","","","","","","AT2G46540.1","","",13
"Bra010303","Bra010303","PF00626,PF02209","PTHR11977","KOG0443","","","AT4G30160.1","ATVLN4,VLN4","villin 4",13
"Bra019784","Bra019784","PF00097","PTHR14155","","","","AT1G12760.1","","Zinc finger, C3HC4 type (RING finger) family protein",13
"Bra037220","Bra037220","PF07714,PF00069,PF00226","PTHR23258","KOG1187","","","AT4G34440.1","","Protein kinase superfamily protein",13
"Bra028907","Bra028907","PF00139,PF00069,PF07714","PTHR23258","KOG1187","","","AT5G01550.1","LECRKA4.2","lectin receptor kinase a4.1",13
"Bra005742","Bra005742","PF00139,PF00069,PF07714","PTHR23258","KOG1187","","","AT5G03140.1","","Concanavalin A-like lectin protein kinase family protein",13
"Bra005365","Bra005365","PF10539","PTHR23230:SF12","","","","AT2G35140.1","","DCD (Development and Cell Death) domain protein",13
"Bra005014","Bra005014","PF00483,PF00132","PTHR22572","KOG1322","2.7.7.22","K00971","AT2G39770.1","CYT1,EMB101,GMP1,SOZ1,VTC1","Glucose-1-phosphate adenylyltransferase family protein",13
"Bra024285","Bra024285","PF03000","","","","","AT5G64330.1","JK218,NPH3,RPT3","Phototropic-responsive NPH3 family protein",13
"Bra004977","Bra004977","PF02458","","","","","AT2G40230.1","","HXXXD-type acyl-transferase family protein",13
"Bra015433","Bra015433","PF03478","","","","","AT1G05540.1","","Protein of unknown function (DUF295)",13
"Bra028183","Bra028183","PF03155","PTHR12413","KOG2575","2.4.1.-","K03848","AT5G38460.1","","ALG6, ALG8 glycosyltransferase family",13
"Bra034501","Bra034501","PF00097","PTHR12183","KOG4172","","","AT1G62370.1","","RING/U-box superfamily protein",13
"Bra020234","Bra020234","PF00097,PF05762,PF00092","PTHR11439","KOG1493","","","AT5G60710.1","","Zinc finger (C3HC4-type RING finger) family protein",13
"Bra000003","Bra000003","","","","","","AT2G37480.1","","",13
"Bra011315","Bra011315","","","","","","AT4G32020.1","","",13
"Bra015317","Bra015317","PF00069,PF07714","PTHR11909","KOG1163","2.7.1.-","K00924","AT1G04440.1","CKL13","casein kinase like 13",13
"Bra030054","Bra030054","PF08694","PTHR12921","KOG3357","","K12165","AT1G27530.1","","",13
"Bra022901","Bra022901","","PTHR15157","KOG2896","","","AT2G32760.1","","",13
"Bra024864","Bra024864","PF00293","PTHR12629","KOG2839","","","AT2G01670.1","atnudt17,NUDT17","nudix hydrolase homolog 17",13
"Bra025882","Bra025882*","PF07645,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G21270.1","WAK2","wall-associated kinase 2",13
"Bra025883","Bra025883*","PF07645,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G21270.1","WAK2","wall-associated kinase 2",13
"Bra025884","Bra025884*","PF07645,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G21250.1","PRO25,WAK1","cell wall-associated kinase",13
"Bra025886","Bra025886*","PF07645,PF00069,PF07714","PTHR23258","KOG1187","","","AT1G21230.1","WAK5","wall associated kinase 5",13
"Bra037777","Bra037777*","PF06747","","KOG4090","","","AT5G09570.1","","Cox19-like CHCH family protein",13
"Bra005620","Bra005620*","PF04652","PTHR12741","","","","AT2G31960.1","ATGSL03,ATGSL3,GSL03","glucan synthase-like 3",13
"Bra005622","Bra005622*","PF04652","PTHR12741","","","","AT1G05570.1","ATGSL06,ATGSL6,CALS1,GSL06,GSL6","callose synthase 1",13
"Bra005624","Bra005624*","PF04652,PF02364","PTHR12741","KOG0916","2.4.1.-","K11000","AT2G31960.1","ATGSL03,ATGSL3,GSL03","glucan synthase-like 3",13
"Bra006710","Bra006710*","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",13
"Bra006711","Bra006711*","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",13
"Bra006712","Bra006712*","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",13
"Bra006713","Bra006713*","PF03171","PTHR10209","KOG0143","","","AT5G59540.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",13
"Bra006714","Bra006714*","PF03171","PTHR10209","","","","AT5G59530.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",13
"Bra024478","Bra024478","PF07716,PF00170","","","","","AT2G18160.1","ATBZIP2,bZIP2,GBF5","basic leucine-zipper 2",14
"Bra029019","Bra029019","","","","","","AT5G54585.1","","",14
"Bra007924","Bra007924","PF04864,PF00155","PTHR11751","","","","AT1G70560.1","SAV3,TAA1,WEI8","tryptophan aminotransferase of Arabidopsis 1",14
"Bra021567","Bra021567","PF04825","PTHR12585","","","","AT3G59550.1","ATRAD21.2,ATSYN3,SYN3","Rad21/Rec8-like family protein",14
"Bra009410","Bra009410","PF00122,PF00702,PF08282","PTHR11939","KOG0206","","","AT5G04930.1","ALA1","aminophospholipid ATPase 1",14
"Bra004878","Bra004878","PF00847","","","","","AT2G44940.1","","Integrase-type DNA-binding superfamily protein",14
"Bra001196","Bra001196","PF00642","PTHR12620","KOG1677","","","AT3G06410.1","","Zinc finger C-x8-C-x5-C-x3-H type family protein",14
"Bra013764","Bra013764","PF03169","","","","","AT4G24120.1","ATYSL1,YSL1","YELLOW STRIPE like 1",14
"Bra040264","Bra040264","","PTHR10499","","","","AT4G36580.1","","AAA-type ATPase family protein",14
"Bra000864","Bra000864","PF01397,PF03936","","","","","AT4G02780.1","ABC33,ATCPS1,CPS,CPS1,GA1","Terpenoid cyclases/Protein prenyltransferases superfamily protein",14
"Bra024773","Bra024773","PF00168","PTHR23180","KOG1030","","","AT4G05330.1","AGD13","ARF-GAP domain 13",14
"Bra029628","Bra029628","PF02364","","KOG0916","2.4.1.-","K11000","AT3G07160.1","ATGSL10,CALS9,gsl10","glucan synthase-like 10",14
"Bra037411","Bra037411","PF00917","PTHR10420","KOG1987","","","AT4G00780.1","","TRAF-like family protein",14
"Bra024662","Bra024662","PF04601","","","","","AT1G27100.1","","Actin cross-linking protein",14
"Bra017672","Bra017672","PF02784,PF00278","PTHR11482","","4.1.1.19","K01583","AT4G34710.1","ADC2,ATADC2,SPE2","arginine decarboxylase 2",14
"Bra001857","Bra001857","PF01777","PTHR10497","KOG3418","","K02901","AT4G15000.1","","Ribosomal L27e protein family",14
"Bra018723","Bra018723","","","","","","AT1G48330.1","","",14
"Bra035092","Bra035092","","PTHR22996","KOG1100","","","AT1G79110.2","","zinc ion binding",14
"Bra035864","Bra035864","PF00650","PTHR10174","KOG1470","","","AT5G63060.1","","Sec14p-like phosphatidylinositol transfer family protein",14
"Bra033415","Bra033415","PF00106,PF08659","PTHR19410","KOG1208","1.3.1.33","K00218","AT1G03630.1","POR C,PORC","protochlorophyllide oxidoreductase C",14
"Bra000063","Bra000063","","","","","","AT2G38450.1","","",14
"Bra039664","Bra039664","PF00076","PTHR10432","KOG4205","","","AT3G15010.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",14
"Bra014661","Bra014661","PF00230","PTHR19139","KOG0223","","K09875","AT3G56950.2","SIP2,SIP2;1","small and basic intrinsic protein 2;1",14
"Bra010815","Bra010815","PF11721,PF07714,PF00069","PTHR23258","KOG1187","","","AT1G29750.2","RKF1","receptor-like kinase in flowers 1",14
"Bra001047","Bra001047","PF01535","PTHR10483","","","","AT3G02490.1","","Pentatricopeptide repeat (PPR) superfamily protein",14
"Bra017986","Bra017986","PF00076","PTHR10548","KOG0105","","","AT3G49430.1","SRp34a","SER/ARG-rich protein 34A",14
"Bra035813","Bra035813","PF00067,PF01496","PTHR19383","KOG0156","","","AT3G20140.1","CYP705A23","cytochrome P450, family 705, subfamily A, polypeptide 23",14
"Bra001745","Bra001745","PF00642","PTHR12547","","","","AT3G19360.1","","Zinc finger (CCCH-type) family protein",14
"Bra030653","Bra030653","PF00011,PF11955","PTHR11527","KOG0710","","","AT1G06460.1","ACD31.2,ACD32.1","alpha-crystallin domain 32.1",14
"Bra018340","Bra018340","PF00583","PTHR23091","","","","AT2G30090.1","","Acyl-CoA N-acyltransferases (NAT) superfamily protein",14
"Bra001333","Bra001333","PF00069,PF07714","PTHR23258","KOG1187","","","AT3G09010.1","","Protein kinase superfamily protein",14
"Bra028566","Bra028566","PF02148,PF00443","PTHR10420","KOG1867","3.1.2.15","K11366","AT5G10790.1","UBP22","ubiquitin-specific protease 22",14
"Bra027828","Bra027828","PF00248","PTHR11732","KOG1577","","","AT1G59960.1","","NAD(P)-linked oxidoreductase superfamily protein",14
"Bra025167","Bra025167","PF00364,PF02817,PF00198","PTHR23151","KOG0557","","","AT3G25860.1","LTA2,PLE2","2-oxoacid dehydrogenases acyltransferase family protein",14
"Bra025764","Bra025764","PF03151","","","","","AT1G19770.1","ATPUP14,PUP14","purine permease 14",14
"Bra028192","Bra028192","PF00069,PF07714","PTHR23258","KOG1187","","","AT5G38560.1","","Protein kinase superfamily protein",14
"Bra030256","Bra030256","PF02358","PTHR10788","","","","AT2G22190.1","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein",14
"Bra002583","Bra002583","","","","","","AT5G59050.1","","",14
"Bra035956","Bra035956","PF02701","","","","","AT5G60850.1","OBP4","OBF binding protein 4",14
"Bra021650","Bra021650","PF01501","","","2.4.1.43","K13648","AT2G30575.1","GAUT5,LGT5","los glycosyltransferase 5",14
"Bra019795","Bra019795*","PF00293","PTHR12629","KOG2839","","","AT1G12880.1","atnudt12,NUDT12","nudix hydrolase homolog 12",14
"Bra019796","Bra019796*","PF00293","PTHR12629","KOG2839","","","AT1G12880.1","atnudt12,NUDT12","nudix hydrolase homolog 12",14
"Bra024893","Bra024893*","PF00097,PF12428","PTHR23012","KOG1609","","","AT2G01275.1","","RING/FYVE/PHD zinc finger superfamily protein",14
"Bra024894","Bra024894*","PF04928,PF01909,PF04926","PTHR10682","KOG2245","","","AT1G17980.1","PAPS1","poly(A) polymerase 1",14
"Bra001271","Bra001271*","","","","","K13153","AT3G07860.1","","Ubiquitin-like superfamily protein",14
"Bra024421","Bra024421*","","","","","","AT5G65810.1","","",14
"Bra024422","Bra024422*","PF01535","PTHR10483","","","","AT5G65820.1","","Pentatricopeptide repeat (PPR) superfamily protein",14
"Bra024423","Bra024423*","PF00023","PTHR18958","KOG1709","","","AT5G65860.2","","ankyrin repeat family protein",14
"Bra010474","Bra010474*","PF01277","","","","","AT4G25140.1","OLE1,OLEO1","oleosin 1",14
"Bra010475","Bra010475*","PF00550","PTHR20863","KOG1748","","","AT4G25050.1","ACP4","acyl carrier protein 4",14
"Bra010549","Bra010549*","PF03169","","","","","AT4G24120.1","ATYSL1,YSL1","YELLOW STRIPE like 1",14
"Bra010550","Bra010550*","PF00181,PF03947","PTHR13691","KOG2309","","K02938","AT4G36130.1","","Ribosomal protein L2 family",14
"Bra014308","Bra014308*","PF01419","PTHR23244","","","","AT1G52030.1","F-ATMBP,MBP1.2,MBP2","myrosinase-binding protein 2",14
"Bra014309","Bra014309*","PF01419","PTHR23244:SF8","","","","AT1G52030.1","F-ATMBP,MBP1.2,MBP2","myrosinase-binding protein 2",14
"Bra028735","Bra028735*","","","","","","AT5G06300.1","","Putative lysine decarboxylase family protein",14
"Bra028736","Bra028736*","PF03641","","","","","AT5G06300.1","","Putative lysine decarboxylase family protein",14
"Bra039018","Bra039018*","PF00235","PTHR11604","KOG1755","","","AT2G19760.1","PFN1,PRF1","profilin 1",14
"Bra039019","Bra039019*","PF00235","PTHR11604","KOG1755","","","AT2G19770.1","PRF5","profilin 5",14
"Bra029801","Bra029801*","PF01603","PTHR10257","KOG2085","","K11584","AT3G09880.1","ATB\' BETA","Protein phosphatase 2A regulatory B subunit family protein",14
"Bra003055","Bra003055","PF00069,PF04755","","KOG0594","","","AT5G53450.1","ORG1","OBP3-responsive gene 1",15
"Bra022813","Bra022813","PF00067","PTHR19383","KOG0156","4.99.1.6","K11868","AT2G30770.1","CYP71A13","cytochrome P450, family 71, subfamily A, polypeptide 13",15
"Bra036642","Bra036642","PF00080","PTHR10003","KOG0441","","","AT1G12520.1","ATCCS,CCS","copper chaperone for SOD1",15
"Bra030285","Bra030285","","PTHR11821:SF29","","","","AT2G21650.1","ATRL2,MEE3,RSM1","Homeodomain-like superfamily protein",15
"Bra038089","Bra038089","","","","","","AT4G15160.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",15
"Bra018306","Bra018306","","","","","","AT2G30560.1","","glycine-rich protein",15
"Bra020393","Bra020393","PF08212,PF00061","PTHR10612:SF7","KOG4824","","K03098","AT5G58070.1","ATTIL,TIL","temperature-induced lipocalin",15
"Bra022241","Bra022241*","PF00282","PTHR11999","KOG1383","4.1.1.15","K01580","AT3G17760.1","GAD5","glutamate decarboxylase 5",15
"Bra022242","Bra022242*","PF02733,PF02734","","KOG2426","","","AT3G17770.1","","Dihydroxyacetone kinase",15
"Bra038127","Bra038127","PF04321,PF01370,PF02719,PF01073,PF07993","PTHR10366","KOG0747","4.2.1.76","K12450","AT1G53500.1","ATMUM4,ATRHM2,MUM4,RHM2","NAD-dependent epimerase/dehydratase family protein",16
"Bra017823","Bra017823","","","","","","AT2G23130.1","AGP17,ATAGP17","arabinogalactan protein 17",16
"Bra008785","Bra008785","PF05753","PTHR12861","KOG3317","","K13250","AT5G14030.1","","translocon-associated protein beta (TRAPB) family protein",16
"Bra028603","Bra028603","PF00106,PF08659,PF01370","PTHR19410","KOG1209","","","AT5G10050.1","","NAD(P)-binding Rossmann-fold superfamily protein",16
"Bra007174","Bra007174","PF00097","PTHR22766","","","","AT3G55530.1","SDIR1","RING/U-box superfamily protein",16
"Bra037554","Bra037554","","","","","","AT1G67020.1","","",16
"Bra005290","Bra005290","PF00977","PTHR21169","KOG3055","5.3.1.16","K01814","AT2G36230.1","APG10,HISN3","Aldolase-type TIM barrel family protein",16
"Bra007239","Bra007239","PF00081,PF02777","PTHR11404","KOG0876","1.15.1.1","K04564","AT3G56350.1","","Iron/manganese superoxide dismutase family protein",16
"Bra015070","Bra015070","PF00544","","","4.2.2.2","K01728","AT3G24670.1","","Pectin lyase-like superfamily protein",16
"Bra014044","Bra014044","PF01764","","KOG4569","","","AT1G45201.1","ATTLL1,TLL1","triacylglycerol lipase-like 1",16
"Bra030319","Bra030319","PF01190","PTHR23201","","","","AT2G21140.1","ATPRP2,PRP2","proline-rich protein 2",16
"Bra025816","Bra025816","PF02897,PF00326","PTHR11757","KOG2237","3.4.21.26","K01322","AT1G20380.1","","Prolyl oligopeptidase family protein",16
"Bra005603","Bra005603","PF06364","","","","","AT2G32580.1","","Protein of unknown function (DUF1068)",16
"Bra038233","Bra038233","PF01565","PTHR10801","KOG1262","1.3.1.72","K09828","AT3G19820.1","CBB1,DIM,DIM1,DWF1,EVE1","cell elongation protein / DWARF1 / DIMINUTO (DIM)",16
"Bra006778","Bra006778","PF10674","","","","","AT5G58250.1","","",16
"Bra020185","Bra020185","PF06068,PF05496,PF00004","PTHR11093","KOG1942","","","AT5G22330.1","ATTIP49A,RIN1","P-loop containing nucleoside triphosphate hydrolases superfamily protein",16
"Bra033757","Bra033757","","","","","","AT5G44650.1","AtCEST,CEST","",16
"Bra039678","Bra039678","PF02431","","","","","AT1G53520.1","","Chalcone-flavanone isomerase family protein",16
"Bra022593","Bra022593","PF02416","","","","","AT5G52440.1","HCF106","Bacterial sec-independent translocation protein mttA/Hcf106",16
"Bra012203","Bra012203","PF00970,PF00175","PTHR19384","","1.18.1.2","K02641","AT1G20020.1","ATLFNR2,FNR2","ferredoxin-NADP(+)-oxidoreductase 2",16
"Bra009909","Bra009909","PF03283","PTHR21562","KOG4287","","","AT5G26670.1","","Pectinacetylesterase family protein",16
"Bra038541","Bra038541","PF06232,PF01477","","","","","AT2G22170.1","","Lipase/lipooxygenase, PLAT/LH2 family protein",16
"Bra027294","Bra027294","PF01208","PTHR12472","KOG2872","","","AT3G14910.1","","",16
"Bra000384","Bra000384","PF00275","PTHR21090","KOG0692","2.5.1.19","K00800","AT2G45300.1","","RNA 3\'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta",16
"Bra008876","Bra008876","PF00939,PF03600","PTHR10283","","","","AT5G12860.1","DiT1","dicarboxylate transporter 1",16
"Bra024186","Bra024186*","PF00909","PTHR11730","KOG0682","","","AT4G28700.1","AMT1;4","ammonium transporter 1;4",16
"Bra024187","Bra024187*","PF02309,PF03912","","","","K08903","AT4G28640.3","IAA11","indole-3-acetic acid inducible 11",16
"Bra008116","Bra008116*","PF07792,PF08616","PTHR13677","KOG2432","","","AT1G73930.1","","",16
"Bra008117","Bra008117*","PF00485","PTHR10285","KOG4203","","","AT1G73980.1","","Phosphoribulokinase / Uridine kinase family",16
"Bra006351","Bra006351*","PF04398","","","","","AT5G16380.1","","Protein of unknown function, DUF538",16
"Bra006352","Bra006352*","PF00364","PTHR18866","","","K02160","AT5G16390.1","BCCP,BCCP-1,BCCP1,CAC1,CAC1-A,CAC1A","chloroplastic acetylcoenzyme A carboxylase 1",16
"Bra038081","Bra038081*","PF01789","","","","","AT4G15510.1","","Photosystem II reaction center PsbP family protein",16
"Bra038082","Bra038082*","PF01027","PTHR23291","KOG2322","","K06890","AT4G15470.1","","Bax inhibitor-1 family protein",16
"Bra038083","Bra038083*","PF02714","PTHR13018","KOG1134","","","AT4G15430.2","","ERD (early-responsive to dehydration stress) family protein",16
"Bra001865","Bra001865","PF01786","","","1.-.-.-","K00540","AT3G22370.1","AOX1A,ATAOX1A","alternative oxidase 1A",17
"Bra028539","Bra028539","PF04949","PTHR21470","","","","AT3G52900.1","","Family of unknown function (DUF662)",17
"Bra032050","Bra032050","PF06047","PTHR13087","KOG2812","","","AT4G02720.1","","",17
"Bra004508","Bra004508","PF00076","PTHR10432","KOG0149","","","AT2G46780.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",17
"Bra012651","Bra012651","PF04570","","","","","AT4G17670.1","","Protein of unknown function (DUF581)",17
"Bra038686","Bra038686","PF00462,PF00610,PF04784","PTHR23054","KOG1752","","","AT3G11920.1","","glutaredoxin-related",17
"Bra025271","Bra025271","","","","","","AT5G40690.1","","",17
"Bra033990","Bra033990","PF07649","","","","","AT2G21840.1","","Cysteine/Histidine-rich C1 domain family protein",17
"Bra009589","Bra009589","PF08288,PF00534","PTHR12526","KOG1111","2.4.1.198","K03857","AT3G45100.1","SETH2","UDP-Glycosyltransferase superfamily protein",17
"Bra016144","Bra016144","PF07738,PF06588","PTHR12953","KOG1396","","","AT1G71360.1","","Galactose-binding protein",17
"Bra017853","Bra017853","PF00046,PF02183","PTHR19418","KOG0483","","K09338","AT4G37790.1","HAT22","Homeobox-leucine zipper protein family",17
"Bra001372","Bra001372","","","","","","AT3G10650.1","","",17
"Bra035633","Bra035633","PF00320","PTHR10071","","","","AT5G56860.1","GATA21,GNC","GATA type zinc finger transcription factor family protein",17
"Bra005521","Bra005521","PF00564,PF00069,PF07714","PTHR23257","KOG0192","","","AT3G24715.1","","Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain",17
